"id","memberID","img","groupID","selection_class","agenttype1","agenttype2","gender","last_name","first_name","other_name","birthday","birth_location_map","deathday","death_location","workplace","knows","shortbio","data_evaluation","authority_record","authority_organization","birth_location"
"11","AnMF1817",NULL,NULL,"3","1","5","2","Anneke","(Mathilde) Franziska",NULL,"1817-01-01 00:00:00",NULL,"1884-01-01 00:00:00","Milwaukee","Hiddinghausen",NULL,"DE-USA – Catholic, Bürgerstochter – for the abolition of slavery and women’s rights – historiography Mutterland: Memoiren einer Frau aus dem badisch-pfälzischen Feldzuge (Anneke, 1982) – Politikverbot in Germany until 1908 (Gélieu, 2008)- Der politische Tendenz-Prozeß gegen Gottschalk, Anneke und Esser (Anneke, 1848) – first German women’s News Paper (Frauenzeitung), only 2 exemplary published (Henkel & Taubert, 1976)","2","na","0",NULL
"12","ArFM1694",NULL,NULL,"2","1","5","1","Arouet ","François Marie ","Voltaire","1694-01-01 00:00:00",NULL,"1778-01-01 00:00:00","France","France",NULL,"known as Voltaire Essai sur les mœurs(1756)  – French universal history - Essai sur les mœurs et l‘ésprit des nations – critical historiography","1",NULL,NULL,NULL
"13","AsL1814",NULL,NULL,"3","1","5","2","Aston","Louise",NULL,"1814-01-01 00:00:00",NULL,"1871-01-01 00:00:00","na","na",NULL,"DE – “She served in the Freikorps in Schleswig during the war.” (Wikipedia) – a justification in the style of the Zurich men (Luise Aston, 1846) – historiography of the revolution (novel) (Luise Aston, 1849) – history in literary genre (Louise Aston, 1847, 1850)","2","na","0",NULL
"14","BaNF1740",NULL,NULL,"2","1","2","1","Bachmann","Niklaus Franz, von",NULL,"1740-01-01 00:00:00",NULL,"1831-01-01 00:00:00",NULL,NULL,NULL,"General, Eidgenössischer Oberbefehlshaber im Feldzug von 1815","4","10671131","0",NULL
"15","BaFU1689",NULL,NULL,"4","1","4","1","Balthasar","Franz Urs, von",NULL,"1689-01-01 00:00:00",NULL,"1763-01-01 00:00:00",NULL,NULL,NULL,"Historiker (für Objektivität), für Bildung des Volkes,","1",NULL,NULL,"Luzern"
"16","BaS1751",NULL,NULL,"3","1","5","2","Bandemer","Susanne, von",NULL,"1751-01-01 00:00:00",NULL,"1828-01-01 00:00:00","na","na",NULL,"(French) revolution as self-preservation in Schreiben einer Mutter über die Revolution in Frankreich (von Bademer, 1791, 1821) in (Vahsen, 2000) (p.49)","2","na","0",NULL
"17","BaeH1814",NULL,NULL,"1","1","2","1","Bär","Heinrich",NULL,"1814-01-01 00:00:00",NULL,NULL,NULL,NULL,NULL,"hilft Eltern auf dem Heimwesen","1",NULL,NULL,"Weisslingen"
"18","BaC1812",NULL,NULL,"2","1","2","1","Battaglini","Carlo",NULL,"1812-01-01 00:00:00",NULL,NULL,NULL,NULL,NULL,NULL,"1",NULL,NULL,NULL
"19","BaGJ1797",NULL,NULL,"2","1","2","1","Baumgartner","Gallus Jakob",NULL,"1797-01-01 00:00:00",NULL,"1869-01-01 00:00:00","St. Gallen","Altstätten",NULL,"Revolutionsführer in St. Gallen","1",NULL,NULL,"Altstätten"
"20","BeH1783",NULL,NULL,"2","1","2","2","Beauharnais","Hortense, de",NULL,"1783-01-01 00:00:00",NULL,"1837-01-01 00:00:00","Arenenberg, Thurgau, Switzerland","Paris, France",NULL,"Politischer Flüchtling aus Frankreich in Aarburg, Schwägerin Napoleons","2","na","0","Aarburg, Thurgau"
"21","BeMxxxx",NULL,NULL,"3","1","5","1","Beck","Marcel",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"“Entlarvung der Gründungsgeschichte der schweizerischen Eidgenossenschaft als Mythos des 19. Jahrhunderts” (Brändli, 2004)","1",NULL,NULL,NULL
"22","BeL1851§",NULL,NULL,"2","1","2","1","Begos","L.",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Lieutenant-Colonel Louis Begos ancien capitaine-adjudant-major au deuxième régiment suisse au service de France","2","na","0",NULL
"23","BeKAA1807",NULL,NULL,"2","1","2","1","Benary","Karl Albert Agathon",NULL,"1807-01-01 00:00:00",NULL,"1861-01-01 00:00:00",NULL,NULL,NULL,"Professor Sprache","1",NULL,NULL,NULL
"24","BeDFA1755",NULL,NULL,"3","1","5","2","Berlepsch","Dorothea Friderika Aemilia, von",NULL,"1755-01-01 00:00:00",NULL,"1830-01-01 00:00:00","na","na",NULL,"actually Dorothea Friderika Aemilia von Berlepsch (1755-1830) -  (1799) – the revolution of Switzerland not “ewigen Gesetzen treu” in (Epple, 2003) (p. 196) writes about „ ‚ganz auf natürliche[n] Grundsätze ruhende [...] Verfassung‘ der Schweizer Gesellschaft“ (Berlepsch, 1799; Berlepsch & Pan, 1799) in (Epple, 2003) (p. 196)  - „von einzelnen Machthabern verführtes Volk“ in (Vahsen, 2000)","2","na","0",NULL
"25","BeEE1768",NULL,NULL,"3","1","5","2","Bernhardi","Elisabeth Eleonore","Philogyn","1768-01-01 00:00:00",NULL,"1849-01-01 00:00:00","Freiberg","Freiberg",NULL,NULL,"2","na","0",NULL
"26","Be833*",NULL,NULL,"2","1","5","2","Berta",NULL,NULL,NULL,NULL,NULL,"Zürich, Switzerland","Zürich, Switzerland",NULL,"Princess Abbess of the Imperial Abbey of Fraumünster (Zürich)","4","81099071","0",NULL
"27","BeA1753",NULL,NULL,"2","1","3","1","Berthier","Louis Alexandre",NULL,"1753-01-01 00:00:00",NULL,"1815-01-01 00:00:00","Bamberg","Versailles",NULL,"Napoleons Marchall in Neuenburg von 1806-1814","1",NULL,NULL,"Neuchatel"
"28","BiAE1819",NULL,NULL,"2","1","2","1","Biedermann","Alois Emanuel",NULL,"1819-01-01 00:00:00",NULL,"1885-01-01 00:00:00",NULL,NULL,NULL,"Sohn des Stadtrat Winterthur (1931)","1",NULL,NULL,NULL
"29","BiE1779",NULL,NULL,"2","1","3","1","Biedermann","Emanuel",NULL,"1779-01-01 00:00:00",NULL,"1836-01-01 00:00:00",NULL,NULL,NULL,"Stadrat Winterthur (1931)","1",NULL,NULL,"Winterthur"
"30","BlHWxxxx",NULL,NULL,"3","1","5","1","Blanke","Horst Walter",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"1",NULL,NULL,NULL
"31","BlJ1799",NULL,NULL,"1","1","2","1","Bleuler","Jakob",NULL,"1799-01-01 00:00:00",NULL,"1839-01-01 00:00:00",NULL,NULL,NULL,"Taglöhner in Zürich","1",NULL,NULL,"Zollikon"
"32","BlS1829",NULL,NULL,"2","1","2","1","Bleuler","Salomon",NULL,"1829-01-01 00:00:00",NULL,"1886-01-01 00:00:00","Winterthur, Switzerland","Zürich, Switzerland",NULL,NULL,"4","62765296","0",NULL
"33","BlWaH1869",NULL,NULL,"2","1","2","2","Bleuler-Waser","Hedwig",NULL,"1869-01-01 00:00:00",NULL,"1940-01-01 00:00:00","Zollikon","Zürich",NULL,NULL,"2","na","0",NULL
"34","BlMLB1886",NULL,NULL,"4","1","4","1","Bloch","Marc Léopold Benjamin",NULL,"1886-01-01 00:00:00",NULL,"1944-01-01 00:00:00",NULL,NULL,NULL,"Historiker der Annales school","1",NULL,NULL,NULL
"35","BlBoR1880",NULL,NULL,"2","1","3","2","Bloch-Bollarg","Rosa",NULL,"1880-01-01 00:00:00",NULL,"1922-01-01 00:00:00","Zürich","Zürich",NULL,NULL,"2","na","0",NULL
"36","BlR1807",NULL,NULL,"2","1","1","1","Blum","Robert   ",NULL,"1807-01-01 00:00:00",NULL,"1848-01-01 00:00:00","Vienna, Austria","Cologne, Germany",NULL,"German democratic politician, publicist, pot, publisher, revolutionist and member of the National Aseembly of 1848.","1",NULL,NULL,NULL
"37","BlHH1656",NULL,NULL,"3","1","5","1","Bluntschli","Hans Heinrich",NULL,"1656-01-01 00:00:00",NULL,"1722-01-01 00:00:00",NULL,NULL,NULL,"in «Memorabilia Tigurina» (1704)  extendes origin of Zurich to times of Abraham (2000 b. Chr.) 1200 years before Rome and founded (refounded) by prominent figures like Cesar and Charlmagne","1",NULL,NULL,NULL
"38","BlJC1808",NULL,NULL,"1","1","1","1","Bluntschli","Johan Caspar ",NULL,"1808-01-01 00:00:00",NULL,"1881-01-01 00:00:00","Karlsruhe","Zürich, Switzerland",NULL,"Dr. jur. Rechtswissenschaftler und Politiker","4","14836641","0","Zürich/Karlsruhe"
"39","BoJJ1698",NULL,NULL,"3","1","5","1","Bodmer","Johann Jakob",NULL,"1698-01-01 00:00:00",NULL,"1783-01-01 00:00:00",NULL,NULL,NULL,"Sprachwissenschafter, gehörte zu den Patrioten","1",NULL,NULL,"Critische Betrachtungen (1741) – CH –current critic of Bodmers „chronicle tradition“ Gustav Tobler. JJ Bodmer als Geschichtsschreiber in (Zimmer, 2003) (p. 45)"
"40","BoK1809",NULL,NULL,"2","1","2","1","Bodmer","Karl",NULL,"1809-01-01 00:00:00",NULL,"1893-01-01 00:00:00","Paris","Zürich",NULL,NULL,"1",NULL,NULL,NULL
"41","Bo0000",NULL,NULL,"2","1","6","1","Bodrik","na",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Professor italienischer Literatur in Zürich","1",NULL,NULL,NULL
"42","BoeL1858",NULL,NULL,"4","1","4","2","Bögli","Lina",NULL,"1858-01-01 00:00:00",NULL,"1941-01-01 00:00:00",NULL,NULL,NULL,"Biographer","1",NULL,NULL,NULL
"43","BoC1809",NULL,NULL,"1","1","2","1","Boller","Conrad",NULL,"1809-01-01 00:00:00",NULL,NULL,NULL,NULL,NULL,"hilft Vater auf Heimwesen","1",NULL,NULL,"Pfäffikon"
"44","BoNF1811",NULL,NULL,"2","1","2","1","Bonaparte","Napoleon Franz","Napoleon Franz Bonaparte; König von Rom","1811-01-01 00:00:00",NULL,"1832-01-01 00:00:00",NULL,NULL,NULL,NULL,"1",NULL,NULL,NULL
"45","BoSJ1732",NULL,NULL,"4","1","4","2","Bondeli","(Suzanne) Julie",NULL,"1732-01-01 00:00:00",NULL,"1778-01-01 00:00:00","Neuchâtel, Switzerland","Bern, Switzerland",NULL,NULL,"4","67259373","0",NULL
"46","BoE1898",NULL,NULL,"3","1","5","1","Bonjour","Edgar",NULL,"1898-01-01 00:00:00",NULL,"1991-01-01 00:00:00",NULL,NULL,NULL,"definition and defens of the Swiss “Sonderposition”, Swiss neutrality, “minimizes the signification of the French revolution” – democratic values as already existing in the Confederation (Universität Basel, 2010) (Zur Herleitung des Monumentalwerkes der 1960er und 1970er Jahre aus den Anfängen von 1943 vgl. Georg Kreis: Die Geschichte des Bonjour-Berichts. Und ein Rückblick auf dreissig Jahre Geschichtsschreibung zur Schweiz im Zweiten Weltkrieg. In: NZ am Wochenende vom 5. Juni 1976.)","1",NULL,NULL,NULL
"47","BoKV1745",NULL,NULL,"1","1","3","1","Bonstetten","Karl Viktor, von",NULL,"1745-01-01 00:00:00",NULL,"1832-01-01 00:00:00",NULL,NULL,NULL,"Schriftsteller","1",NULL,NULL,"Bern/Genf"
"48","BoF1791",NULL,NULL,"2","1","2","1","Bopp","Franz",NULL,"1791-01-01 00:00:00",NULL,"1867-01-01 00:00:00",NULL,NULL,NULL,"Professor Sanskrit","1",NULL,NULL,NULL
"49","Borel0000",NULL,NULL,"2","1","6","1","Borel","???",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Pfarrer (Ministre) im Welschland, verheiratet mit einer Meuron","1",NULL,NULL,"Neuchatel"
"50","BoE1835",NULL,NULL,"2","1","2","1","Borel","Eugène",NULL,"1835-01-01 00:00:00",NULL,"1892-01-01 00:00:00","Bern","Neuchatel",NULL,NULL,"1",NULL,NULL,NULL
"51","BoT1799",NULL,NULL,"2","1","2","1","Bornhauser","Thomas",NULL,"1799-01-01 00:00:00",NULL,"1856-01-01 00:00:00","Müllheim","Weinfelden",NULL,"Revolutionsführer","1",NULL,NULL,"Weinfelden"
"52","BoHJ1784",NULL,NULL,"1","1","2","1","Bosshard","Hans Jakob",NULL,"1784-01-01 00:00:00",NULL,"1839-01-01 00:00:00",NULL,NULL,NULL,"arm","1",NULL,NULL,"Hittnau/Zürich"
"53","BoJ1820",NULL,NULL,"1","1","2","1","Bosshard","Johannes",NULL,"1820-01-01 00:00:00",NULL,NULL,NULL,NULL,NULL,"unbekannt","1",NULL,NULL,"Wila"
"54","BoJB1627",NULL,NULL,"2","1","5","1","Bossuet ","Jacques Bénigne ",NULL,"1627-01-01 00:00:00",NULL,"1704-01-01 00:00:00","France","France",NULL,"(1681) Discours sur l‘histoire universelle  – theological universal history","1",NULL,NULL,NULL
"55","Boyve1731",NULL,NULL,"2","1","5","1","Boyve","Jérome-Emmanuel",NULL,"1731-01-01 00:00:00",NULL,"1810-01-01 00:00:00","Neuchatel","Neuchatel",NULL,"Chancilier in Neuchatel","1",NULL,NULL,"Neuchatel"
"56","Brähm0000",NULL,NULL,"2","1","6","1","Brähm","???",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Lehrer von Heinrich Escher","1",NULL,NULL,"Meilen"
"57","BrEhM1755",NULL,NULL,"3","1","5","2","Brentano-Ehrmann","Marianne",NULL,"1755-01-01 00:00:00",NULL,"1795-01-01 00:00:00","na","na",NULL,"also Marianne Ehrmann (1755-1795) (CH) – actress – editor - Philosophie eines Weibes: Von einer Beobachterin im Jahre 1784 (Ehrmann, 1784) - Amalie. Eine wahre Geschichte in Briefen (Ehrmann, 1788) – overlapping between historiography and belletristic especially in the genre of epistolary novels – writes with her husband the Wochenschrift for the Beobachter","2","na","0",NULL
"58","BrFSC1765",NULL,NULL,"3","1","5","2","Brun ","Friederike Sophie Christiane",NULL,"1765-01-01 00:00:00",NULL,"1835-01-01 00:00:00","Kopenhagen","Gräfentonna",NULL,NULL,"2","na","0",NULL
"59","HaS1805",NULL,NULL,"5","1","2","2","Hatzfeld","Sophie, Gräfin von",NULL,"1805-01-01 00:00:00",NULL,"1881-01-01 00:00:00","Wiesbaden","Trachenberg",NULL,"German socialist and partner of Ferdinand Lasalle","4","54940048","0",NULL
"60","LaLxxxx",NULL,NULL,"5","1","2","2","Lasalle","Lisbeth",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Daughter of Ferdinand Lasalle","1",NULL,NULL,NULL
"61","AsL1821",NULL,NULL,"5","1","2","2","Assing","Rosa Ludmilla","pseudonyms: Achim Lothar, Talora","1821-01-01 00:00:00",NULL,"1880-01-01 00:00:00","Florence","Hamburg",NULL,"Jewish-German writer","4","100384493","0",NULL
"62","Brunner0000",NULL,NULL,"2","1","6","1","Brunner","???",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Oberstleutnant","1",NULL,NULL,NULL
"63","BueG1813",NULL,NULL,"2","1","2","1","Büchner","Georg",NULL,"1813-01-01 00:00:00",NULL,"1837-01-01 00:00:00","Zürich, Switzerland","Riedstadt, Grand Duchy of Hesse",NULL,"Ausländischer Revolutionär an der Uni Zürich","1",NULL,NULL,"Hessen"
"64","BueG0000",NULL,NULL,"2","1","3","1","Büchner","Georg",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"1834 versuchter Selbstmord in Zürich","1",NULL,NULL,NULL
"65","Bu1746§",NULL,NULL,"3","1","5","1","Buffon",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"wrote (1746) histoire naturelle (and others) include nature in universal history – mountains in Swiss identity!","1",NULL,NULL,NULL
"66","Bullinger1504",NULL,NULL,"3","1","5","1","Bullinger","Heinrich",NULL,"1504-01-01 00:00:00",NULL,"1575-01-01 00:00:00","Zürich, Switzerland","Bremgarten, Switzerland",NULL,"Theologieprofessorm später Pfarrer in Erlibach","1",NULL,NULL,NULL
"67","BuJC1818",NULL,NULL,"1","1","5","1","Burckhardt ","Jakob Christoph",NULL,"1818-01-01 00:00:00",NULL,"1897-01-01 00:00:00",NULL,NULL,NULL,"Kultur- und Kunsthistoriker. ","1",NULL,NULL,"Basel"
"68","BueMCE1760",NULL,NULL,"3","1","5","2","Bürger","Marie Christiane Elisabeth","Elise Bürger","1760-01-01 00:00:00",NULL,"1833-01-01 00:00:00","Frankfurt am Main","Stuttgart",NULL,NULL,"2","na","0",NULL
"69","Bürgi1801",NULL,NULL,"2","1","2","1","Bürgi","David",NULL,"1801-01-01 00:00:00",NULL,"1874-01-01 00:00:00","Fluntern","Bäretschweil",NULL,NULL,"4","103131442","0",NULL
"70","BuCJC1818",NULL,NULL,"2","1","2","1","Burkhardt","Carl Jacob Christoph",NULL,"1818-01-01 00:00:00",NULL,"1897-01-01 00:00:00","Basel, Switzerland","Basel, Switzerland",NULL,"liberal-konservativ","1",NULL,NULL,"Basel"
"71","BueJG1793",NULL,NULL,"1","1","2","1","Bürkli","Johann Georg",NULL,"1793-01-01 00:00:00",NULL,"1851-01-01 00:00:00","Zürich, Switzerland*","Schinznach",NULL,"bis 1827 Seidenhandelskaufmann ","4","D32392","0",NULL
"72","BueFPD1818",NULL,NULL,"5","1","3","1","Bürkli","Friedrich Paul David",NULL,"1818-01-01 00:00:00",NULL,"1896-01-01 00:00:00",NULL,NULL,NULL,"Friedrich Paul David Bürkli arbeitete von 1837 an in der Redaktion des Wochenblattes Züricher Freitags-Zeitung, die bereits seit 1674 über mehrere Generationen im Besitz der Familie Bürkli war. Von 1852 bis 1877 war er selbständiger Redaktor dieser Zeitung. Ab den 1830er Jahren bis zu seinem Tod 1896 gab er den seit 1781 jährlich erscheinenden Züricher Kalender heraus. Ein weiterer Titel aus seinem Haus waren die Reisebegleiter für die Schweiz, die unter anderem Bahn- und Schiffsfahrpläne enthielten. Friedrich Bürklis Sammlung umfasst um die 1500 Titel. Bei etwa der Hälfte davon handelt es sich um orientalistische Fachliteratur des 19. Jahrhunderts, bei der anderen Hälfte um Drucke aus Europa, Ägypten und Indien in grösstenteils arabischer Sprache. Die Werke stammen von arabischen Autoren des 6. bis 16. Jahrhunderts und decken die Gebiete Grammatik, Lexikologie, islamisches Recht, islamische Theologie, Literatur und Geschichte ab (Wikipedia).","1",NULL,NULL,"Zürich, Switzerland"
"73","BueHK1724§",NULL,NULL,"5","1","3","1","Bürkli","Hans Kaspar",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"owner of the Bürklische Drukerey","1",NULL,NULL,"Zürich, Switzerland*"
"74","BueD1735",NULL,NULL,"5","1","3","1","Bürkli","David",NULL,"1735-01-01 00:00:00",NULL,"1790-01-01 00:00:00",NULL,NULL,NULL,"owner of the Bürklische Drukerey","4","1061010279","0","Zürich, Switzerland*"
"75","BueK1823",NULL,NULL,"1","1","1","1","Bürkli","Karl ",NULL,"1823-01-01 00:00:00",NULL,"1901-01-01 00:00:00","Mettmenstetten","Zürich",NULL,NULL,"4","117667099","0","Zürich/Mettmenstetten"
"76","By1788",NULL,NULL,"2","1","2","1","Byron",NULL,NULL,"1788-01-01 00:00:00",NULL,"1824-01-01 00:00:00",NULL,NULL,NULL,"Lord Byron schwärmte für die Schweiz","1",NULL,NULL,NULL
"77","CaMA1775",NULL,NULL,"2","1","4","2","Calame","Marie-Anne",NULL,"1775-01-01 00:00:00",NULL,"1834-01-01 00:00:00","Le Locle","Le Locle",NULL,"Pietist.","4","67273396 ","0",NULL
"78","vCaCJ1751",NULL,NULL,"1","1","3","1","Campagne","Carl Joseph, von",NULL,"1751-01-01 00:00:00",NULL,"1833-01-01 00:00:00",NULL,NULL,NULL,"Mystiker","1",NULL,NULL,"Bussenhausen"
"79","CaEH1892",NULL,NULL,"2","1","2","1","Carr","Edward Hallett",NULL,"1892-01-01 00:00:00",NULL,"1982-01-01 00:00:00","London, England","London, England",NULL,NULL,"4","24418","0",NULL
"80","CaExxxx",NULL,NULL,"3","1","5","1","Cassirer","Ernst",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"1",NULL,NULL,NULL
"81","CaNAX1767",NULL,NULL,"2","1","2","1","Castella de Berlens","Nicolas Antoine Xavier ",NULL,"1767-01-01 00:00:00",NULL,"1830-01-01 00:00:00","Paris, France","Fribourg, Switzerland",NULL,"Swiss coronel during the Russian Campaign.","2","na","0",NULL
"82","CaC1801",NULL,NULL,"2","1","2","1","Cattaneo","Carlo",NULL,"1801-01-01 00:00:00",NULL,"1860-01-01 00:00:00","Milan, Italy","Milan, Italy",NULL,NULL,"1",NULL,NULL,NULL
"83","ChP1850",NULL,NULL,"2","1","2","2","Chaponniere-Chaix","Pauline",NULL,"1850-01-01 00:00:00",NULL,"1934-01-01 00:00:00","Geneva, Switzerland","Geneva, Switzerland",NULL,NULL,"2","na","0",NULL
"84","ChX1757",NULL,NULL,"2","1","3","1","Charles X of France",NULL,"Karl X.","1757-01-01 00:00:00",NULL,"1836-01-01 00:00:00","Görz, Austria (now in Italy)","Palace of Versailles, France",NULL,"König von Frankreich, gestürzt, Bruder von Ludwig XVI.","2","na","0",NULL
"85","ChAL1773",NULL,NULL,"2","1","3","1","Chézny","Antoine Léonard, de",NULL,"1773-01-01 00:00:00",NULL,"1832-01-01 00:00:00",NULL,NULL,NULL,"Professor Sanskrit","1",NULL,NULL,NULL
"86","CiP1819",NULL,NULL,"2","1","2","1","Cironi","Piero",NULL,"1819-01-01 00:00:00",NULL,"1862-01-01 00:00:00","Prato, Italy","Prato, Italy",NULL,"Patriot and dear friend of Giuseppe Mazzini. 1853-1857 exiled to Zürich after he had planned the march to Savoy (Savoyerzug) in 1834 and failed.","4","49594102","0",NULL
"87","CoN1743",NULL,NULL,"2","1","3","1","Condorcet","Nicolas","Marie Jean Antoine Nicolas de Caritat, m","1743-01-01 00:00:00",NULL,"1794-01-01 00:00:00","Bourg-la-Reine, France","Ribemont, France",NULL,"entwickelt Idee der Volksinitiative","1",NULL,NULL,NULL
"88","CoA0000",NULL,NULL,"2","1","6","1","Conseil","Auguste",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Spion, politischer Flüchtling, Conseil-Affaire 1835","1",NULL,NULL,NULL
